-0.10750818097362709,-0.10905061607605071,-0.05835253696111022,-0.015529193833471788
-0.10757801884912761,-0.1088875404629849,-0.05832668553007981,-0.01564483228848408
-0.10759819279895433,-0.10883527798611999,-0.0583239443899156,-0.01567977978700646
-0.10760257025751388,-0.10882048171172633,-0.05832653635128391,-0.0156883918757443
-0.10760638795435358,-0.1088102202957717,-0.058327181805649934,-0.015694651475848843
-0.10760921275474856,-0.10880352353006288,-0.05832717486395074,-0.015698833720704537
-0.10761096597807826,-0.10879959280661049,-0.05832704894088842,-0.015701316072558855
-0.10761196826169431,-0.10879741273624265,-0.05832694082712486,-0.015702701484322554
-0.10761251567618141,-0.10879624364726981,-0.05832687014446108,-0.015703447294326187
-0.10761280641268273,-0.10879563000984772,-0.05832682868440466,-0.01570383974192386
-0.10761295804668697,-0.10879531248673786,-0.0583268057030284,-0.015704043156088303
-0.10761303616890656,-0.10879514978696758,-0.05832679338404895,-0.015704147508531177
-0.10761307607808872,-0.10879506698824468,-0.05832678691983641,-0.015704200657955657
-0.10761309634467346,-0.108795025055877,-0.05832678357562687,-0.015704227590694324
-0.10761310659274329,-0.10879500389360888,-0.05832678186228115,-0.015704241188775565
-0.10761311175900291,-0.10879499324033873,-0.05832678099043646,-0.015704248036270733
-0.1076131143576664,-0.10879498788716614,-0.05832678054893268,-0.015704251477843822
-0.10761311566271271,-0.10879498520081719,-0.05832678032612749,-0.015704253205188035
-0.10761311631733815,-0.10879498385405122,-0.058326780213969524,-0.015704254071272586
-0.10761311664542425,-0.108794983179347,-0.058326780157612654,-0.015704254505202353
-0.10767907491051779,-0.10868189459659432,-0.05830275781168184,-0.015780351933097167
-0.10775096463094037,-0.10855890404663232,-0.05827686974642269,-0.01586269114879024
-0.1078049898704437,-0.10846654620292115,-0.0582575248122243,-0.015924281564039768
-0.10783944375647414,-0.10840766909183173,-0.05824523157479223,-0.01596343580400377
-0.10785955260704147,-0.10837331360216952,-0.058238073181478146,-0.015986239605372706
-0.10787069238736281,-0.10835428428758731,-0.05823411362819821,-0.015998854435097274
-0.10787666590286339,-0.10834408110237775,-0.05823199254269311,-0.016005612458795282
-0.10779947294575849,-0.10847613056719353,-0.05825921087043441,-0.015918677094931246
-0.1077197732836104,-0.1086125000591944,-0.058287430017046206,-0.015828536165297426
-0.10769542692634983,-0.10865010795776472,-0.05829097229723116,-0.015807244746708287
-0.10764336256707636,-0.10873842050002579,-0.05831682452351667,-0.015738406118390915
-0.10760952244955914,-0.10879977170286027,-0.05833264056442491,-0.01569231492523867
-0.10758974451442418,-0.10883673850784094,-0.05834160739076376,-0.015665004336601753
-0.10758014858268375,-0.10885471428104904,-0.05834598572472361,-0.01565168589217633
-0.10757547979602249,-0.10886348170179273,-0.05834812890568282,-0.015645173776447713
